"2014-06-05";"14:15:53";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)"
"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2014-06-03";"16:05:10";"F";"3345";"1518";"1607";"19";"0.055";"0.4";"0.077";"0.046";"0.023";"0.038";"0.910";"0.035"
"2014-06-03";"16:05:20";"F";"3346";"1530";"1569";"29";"0.025";"0.3";"0.035";"0.075";"0.010";"0.063";"0.917";"0.058"
"2014-06-03";"16:05:29";"F";"3347";"1518";"1537";"39";"0.012";"0.2";"0.017";"0.099";"0.005";"0.085";"0.910";"0.078"
"2014-06-03";"16:05:39";"F";"3348";"1499";"1499";"57";"0.000";"0.0";"0.000";"0.128";"0.000";"0.113";"0.899";"0.101"
"2014-06-03";"16:05:49";"F";"3349";"1471";"1468";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:05:59";"F";"3350";"1428";"1425";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:05:59";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:06:42";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:06:42";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:06:42";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:06:43";"FO";"3351";"424";"1525";"0";"0.722";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:06:53";"F";"3352";"1051";"1527";"8";"0.312";"1.0";"0.432";"- 0.002";"0.174";"- 0.001";"0.689";"- 0.001"
"2014-06-03";"16:07:02";"F";"3353";"1313";"1502";"14";"0.126";"0.7";"0.175";"0.019";"0.056";"0.015";"0.861";"0.013"
"2014-06-03";"16:07:12";"F";"3354";"1389";"1473";"19";"0.057";"0.5";"0.080";"0.044";"0.024";"0.035";"0.911";"0.032"
"2014-06-03";"16:07:22";"F";"3355";"1402";"1441";"29";"0.027";"0.3";"0.038";"0.070";"0.011";"0.058";"0.919";"0.054"
"2014-06-03";"16:07:32";"F";"3356";"1398";"1412";"39";"0.010";"0.2";"0.014";"0.094";"0.004";"0.080";"0.917";"0.073"
"2014-06-03";"16:07:42";"F";"3357";"1383";"1381";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:07:52";"F";"3358";"1364";"1362";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:08:02";"F";"3359";"1332";"1329";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:08:02";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:08:47";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:08:47";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:08:47";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:08:48";"FO";"3360";"319";"667";"0";"0.522";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:08:58";"F";"3361";"455";"636";"8";"0.285";"1.0";"0.559";"0.069";"0.383";"0.049";"0.682";"0.033"
"2014-06-03";"16:09:08";"F";"3362";"533";"606";"14";"0.120";"0.7";"0.242";"0.132";"0.138";"0.101";"0.799";"0.081"
"2014-06-03";"16:09:18";"F";"3363";"547";"588";"19";"0.070";"0.6";"0.142";"0.172";"0.078";"0.134";"0.820";"0.110"
"2014-06-03";"16:09:28";"F";"3364";"548";"575";"29";"0.047";"0.6";"0.097";"0.198";"0.052";"0.160";"0.822";"0.131"
"2014-06-03";"16:09:38";"F";"3365";"545";"565";"39";"0.035";"0.6";"0.074";"0.221";"0.040";"0.181";"0.817";"0.148"
"2014-06-03";"16:09:48";"F";"3366";"545";"557";"57";"0.022";"0.5";"0.045";"0.236";"0.024";"0.197";"0.817";"0.161"
"2014-06-03";"16:09:57";"F";"3367";"542";"549";"77";"0.013";"0.4";"0.027";"0.253";"0.014";"0.215";"0.813";"0.174"
"2014-06-03";"16:10:07";"F";"3368";"540";"543";"113";"0.006";"0.3";"0.012";"0.267";"0.006";"0.228";"0.810";"0.184"
"2014-06-03";"16:10:07";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:10:57";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:10:57";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:10:57";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:10:58";"FO";"3369";"481";"1772";"0";"0.729";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:11:07";"F";"3370";"1086";"1751";"8";"0.380";"1.3";"0.523";"0.015";"0.231";"0.012";"0.613";"0.007"
"2014-06-03";"16:11:17";"F";"3371";"1426";"1718";"14";"0.170";"1.0";"0.235";"0.039";"0.079";"0.031";"0.805";"0.025"
"2014-06-03";"16:11:27";"F";"3372";"1509";"1672";"19";"0.097";"0.8";"0.136";"0.071";"0.043";"0.060";"0.852";"0.051"
"2014-06-03";"16:11:36";"F";"3373";"1525";"1619";"29";"0.058";"0.7";"0.082";"0.109";"0.025";"0.095";"0.861";"0.081"
"2014-06-03";"16:11:46";"F";"3374";"1502";"1552";"39";"0.032";"0.5";"0.046";"0.156";"0.014";"0.142";"0.848";"0.120"
"2014-06-03";"16:11:56";"F";"3375";"1464";"1480";"57";"0.011";"0.3";"0.016";"0.208";"0.005";"0.197";"0.826";"0.163"
"2014-06-03";"16:12:06";"F";"3376";"1397";"1400";"77";"0.002";"0.1";"0.003";"0.263";"0.001";"0.266";"0.788";"0.210"
"2014-06-03";"16:12:16";"F";"3377";"1309";"1303";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:12:16";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:13:20";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:13:20";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:13:20";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:13:21";"FO";"3378";"430";"1667";"0";"0.742";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:13:31";"F";"3379";"1045";"1637";"8";"0.362";"1.2";"0.490";"0.023";"0.201";"0.018";"0.627";"0.011"
"2014-06-03";"16:13:41";"F";"3380";"1358";"1612";"14";"0.158";"0.9";"0.214";"0.041";"0.067";"0.034";"0.815";"0.027"
"2014-06-03";"16:13:51";"F";"3381";"1451";"1581";"19";"0.082";"0.7";"0.112";"0.065";"0.033";"0.054";"0.870";"0.048"
"2014-06-03";"16:14:00";"F";"3382";"1466";"1543";"29";"0.050";"0.6";"0.069";"0.093";"0.020";"0.080";"0.879";"0.071"
"2014-06-03";"16:14:10";"F";"3383";"1458";"1499";"39";"0.027";"0.4";"0.038";"0.126";"0.011";"0.112";"0.875";"0.098"
"2014-06-03";"16:14:20";"F";"3384";"1452";"1462";"57";"0.007";"0.2";"0.010";"0.154";"0.003";"0.140";"0.871";"0.122"
"2014-06-03";"16:14:30";"F";"3385";"1428";"1426";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:14:40";"F";"3386";"1392";"1388";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:14:40";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:15:17";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:15:17";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:15:17";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:15:18";"FO";"3387";"402";"1229";"0";"0.673";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:15:27";"F";"3388";"916";"1161";"8";"0.211";"0.7";"0.319";"0.073";"0.137";"0.059";"0.745";"0.044"
"2014-06-03";"16:15:37";"F";"3389";"929";"1059";"14";"0.123";"0.7";"0.192";"0.181";"0.079";"0.161";"0.756";"0.121"
"2014-06-03";"16:15:47";"F";"3390";"906";"973";"19";"0.069";"0.6";"0.111";"0.271";"0.045";"0.263";"0.737";"0.194"
"2014-06-03";"16:15:56";"F";"3391";"877";"920";"29";"0.047";"0.6";"0.077";"0.325";"0.032";"0.336";"0.714";"0.239"
"2014-06-03";"16:16:06";"F";"3392";"858";"886";"39";"0.032";"0.5";"0.053";"0.360";"0.022";"0.387";"0.698";"0.270"
"2014-06-03";"16:16:16";"F";"3393";"849";"861";"57";"0.014";"0.3";"0.024";"0.386";"0.010";"0.427";"0.691";"0.295"
"2014-06-03";"16:16:26";"F";"3394";"834";"840";"77";"0.007";"0.2";"0.012";"0.406";"0.005";"0.463";"0.679";"0.314"
"2014-06-03";"16:16:36";"F";"3395";"819";"818";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:16:36";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:17:21";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:17:21";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:17:21";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:17:22";"FO";"3396";"499";"2195";"0";"0.773";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:17:31";"F";"3397";"1314";"2198";"8";"0.402";"1.4";"0.520";"- 0.002";"0.197";"- 0.001";"0.599";"- 0.001"
"2014-06-03";"16:17:41";"F";"3398";"1756";"2163";"14";"0.188";"1.1";"0.244";"0.018";"0.069";"0.015";"0.800";"0.012"
"2014-06-03";"16:17:51";"F";"3399";"1905";"2121";"19";"0.102";"0.8";"0.133";"0.041";"0.035";"0.035";"0.868";"0.030"
"2014-06-03";"16:18:01";"F";"3400";"1951";"2084";"29";"0.064";"0.8";"0.084";"0.062";"0.021";"0.053";"0.889";"0.047"
"2014-06-03";"16:18:11";"F";"3401";"1953";"2035";"39";"0.040";"0.7";"0.053";"0.089";"0.013";"0.079";"0.890";"0.070"
"2014-06-03";"16:18:21";"F";"3402";"1950";"1984";"57";"0.017";"0.4";"0.023";"0.117";"0.006";"0.106";"0.888";"0.095"
"2014-06-03";"16:18:31";"F";"3403";"1925";"1933";"77";"0.004";"0.1";"0.006";"0.146";"0.002";"0.136";"0.877";"0.119"
"2014-06-03";"16:18:40";"F";"3404";"1888";"1885";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:18:40";"SLCE";"";"Light Curve end ";""
"2014-06-03";"16:19:34";"SLCS";"";"Light Curve start ";""
"2014-06-03";"16:19:34";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:19:34";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-03";"16:19:35";"FO";"3405";"482";"2266";"0";"0.787";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:19:45";"F";"3406";"1419";"2269";"8";"0.375";"1.3";"0.476";"- 0.002";"0.162";"- 0.001";"0.626";"- 0.001"
"2014-06-03";"16:19:55";"F";"3407";"1824";"2238";"14";"0.185";"1.1";"0.236";"0.015";"0.062";"0.013";"0.805";"0.010"
"2014-06-03";"16:20:05";"F";"3408";"1968";"2195";"19";"0.103";"0.8";"0.132";"0.038";"0.032";"0.032";"0.868";"0.029"
"2014-06-03";"16:20:14";"F";"3409";"2034";"2165";"29";"0.061";"0.7";"0.078";"0.054";"0.018";"0.047";"0.898";"0.041"
"2014-06-03";"16:20:24";"F";"3410";"2044";"2117";"39";"0.034";"0.6";"0.044";"0.080";"0.010";"0.070";"0.902";"0.064"
"2014-06-03";"16:20:34";"F";"3411";"2029";"2061";"57";"0.016";"0.4";"0.020";"0.109";"0.005";"0.099";"0.895";"0.089"
"2014-06-03";"16:20:44";"F";"3412";"1983";"1990";"77";"0.004";"0.1";"0.005";"0.147";"0.001";"0.139";"0.875";"0.121"
"2014-06-03";"16:20:54";"F";"3413";"1906";"1901";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-03";"16:20:54";"SLCE";"";"Light Curve end ";""
