"2014-06-05";"14:15:53";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)"
"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2014-06-02";"11:47:45";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:47:45";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:47:45";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:47:46";"FO";"2711";"433";"1721";"0";"0.748";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:47:55";"F";"2712";"823";"1729";"8";"0.524";"1.8";"0.700";"- 0.005";"0.369";"- 0.005";"0.478";"- 0.002"
"2014-06-02";"11:48:05";"F";"2713";"1284";"1698";"14";"0.244";"1.4";"0.327";"0.017";"0.110";"0.014";"0.746";"0.010"
"2014-06-02";"11:48:15";"F";"2714";"1452";"1660";"19";"0.125";"1.0";"0.169";"0.044";"0.050";"0.037";"0.844";"0.031"
"2014-06-02";"11:48:25";"F";"2715";"1515";"1617";"29";"0.063";"0.8";"0.086";"0.075";"0.024";"0.064";"0.880";"0.057"
"2014-06-02";"11:48:35";"F";"2716";"1521";"1572";"39";"0.032";"0.5";"0.044";"0.108";"0.012";"0.095";"0.884";"0.084"
"2014-06-02";"11:48:45";"F";"2717";"1501";"1521";"57";"0.013";"0.3";"0.018";"0.144";"0.005";"0.131";"0.872";"0.115"
"2014-06-02";"11:48:55";"F";"2718";"1460";"1460";"77";"0.000";"0.0";"0.000";"0.188";"0.000";"0.179";"0.848";"0.152"
"2014-06-02";"11:49:04";"F";"2719";"1403";"1400";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:49:04";"SLCE";"";"Light Curve end ";""
"2014-06-02";"11:50:34";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:50:34";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:50:34";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"11:50:35";"FO";"2720";"435";"1758";"0";"0.753";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:50:45";"F";"2721";"929";"1762";"8";"0.473";"1.6";"0.628";"- 0.003";"0.294";"- 0.002";"0.528";"- 0.001"
"2014-06-02";"11:50:55";"F";"2722";"1356";"1740";"14";"0.221";"1.3";"0.294";"0.013";"0.094";"0.010";"0.771";"0.008"
"2014-06-02";"11:51:04";"F";"2723";"1509";"1701";"19";"0.113";"0.9";"0.151";"0.040";"0.043";"0.034";"0.858";"0.029"
"2014-06-02";"11:51:14";"F";"2724";"1562";"1661";"29";"0.060";"0.7";"0.080";"0.069";"0.022";"0.058";"0.889";"0.051"
"2014-06-02";"11:51:24";"F";"2725";"1563";"1615";"39";"0.032";"0.5";"0.044";"0.101";"0.012";"0.089";"0.889";"0.079"
"2014-06-02";"11:51:34";"F";"2726";"1547";"1562";"57";"0.010";"0.2";"0.013";"0.138";"0.004";"0.125";"0.880";"0.110"
"2014-06-02";"11:51:44";"F";"2727";"1500";"1497";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:51:54";"F";"2728";"1437";"1435";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:51:54";"SLCE";"";"Light Curve end ";""
"2014-06-02";"11:55:34";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:55:34";"REG1";"";"#1: alpha: 0.582, ETRm: 1.974, Ek: 3.389   ( beta: 0.010, ETRmPot: 2.152 ) ";""
"2014-06-02";"11:55:34";"REG2";"";"#1: alpha: 1.851, ETRm: 1.737, Ek: 0.939 ";""
"2014-06-02";"11:55:35";"FO";"2729";"203";"492";"0";"0.587";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:55:45";"F";"2730";"235";"491";"8";"0.521";"1.8";"0.889";"0.003";"0.768";"0.002";"0.478";"0.001"
"2014-06-02";"11:55:55";"F";"2731";"311";"487";"14";"0.361";"2.1";"0.618";"0.014";"0.401";"0.010";"0.632";"0.007"
"2014-06-02";"11:56:05";"F";"2732";"364";"475";"19";"0.234";"1.9";"0.404";"0.048";"0.222";"0.036";"0.740";"0.026"
"2014-06-02";"11:56:15";"F";"2733";"395";"468";"29";"0.156";"1.9";"0.271";"0.069";"0.137";"0.051";"0.803";"0.041"
"2014-06-02";"11:56:25";"F";"2734";"409";"459";"39";"0.109";"1.8";"0.191";"0.093";"0.092";"0.072";"0.831";"0.060"
"2014-06-02";"11:56:35";"F";"2735";"421";"450";"57";"0.064";"1.5";"0.114";"0.118";"0.053";"0.093";"0.856";"0.080"
"2014-06-02";"11:56:44";"F";"2736";"421";"442";"77";"0.048";"1.6";"0.085";"0.142";"0.039";"0.113";"0.856";"0.096"
"2014-06-02";"11:56:54";"F";"2737";"418";"430";"113";"0.028";"1.3";"0.050";"0.176";"0.023";"0.144";"0.850";"0.122"
"2014-06-02";"11:56:54";"SLCE";"";"Light Curve end ";""
"2014-06-02";"11:58:12";"SLCS";"";"Light Curve start ";""
"2014-06-02";"11:58:12";"REG1";"";"#1: alpha: 0.636, ETRm: 1.315, Ek: 2.067   ( beta: 0.014, ETRmPot: 1.460 ) ";""
"2014-06-02";"11:58:12";"REG2";"";"#1: alpha: 0.982, ETRm: 1.000, Ek: 1.019 ";""
"2014-06-02";"11:58:13";"FO";"2738";"452";"1199";"0";"0.623";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"11:58:23";"F";"2739";"692";"1146";"8";"0.396";"1.3";"0.647";"0.060";"0.415";"0.046";"0.577";"0.027"
"2014-06-02";"11:58:33";"F";"2740";"853";"1108";"14";"0.230";"1.4";"0.381";"0.103";"0.196";"0.082";"0.711";"0.059"
"2014-06-02";"11:58:43";"F";"2741";"909";"1057";"19";"0.140";"1.1";"0.236";"0.161";"0.112";"0.134";"0.758";"0.102"
"2014-06-02";"11:58:53";"F";"2742";"923";"1015";"29";"0.091";"1.1";"0.155";"0.207";"0.071";"0.181";"0.770";"0.139"
"2014-06-02";"11:59:02";"F";"2743";"896";"955";"39";"0.062";"1.0";"0.109";"0.273";"0.050";"0.255";"0.747";"0.191"
"2014-06-02";"11:59:12";"F";"2744";"872";"906";"57";"0.038";"0.9";"0.068";"0.327";"0.031";"0.323";"0.727";"0.235"
"2014-06-02";"11:59:22";"F";"2745";"835";"855";"77";"0.023";"0.7";"0.043";"0.380";"0.020";"0.402";"0.696";"0.281"
"2014-06-02";"11:59:32";"F";"2746";"798";"807";"113";"0.011";"0.5";"0.021";"0.431";"0.010";"0.486";"0.666";"0.323"
"2014-06-02";"11:59:32";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:00:56";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:00:56";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:00:56";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:00:57";"FO";"2747";"406";"1345";"0";"0.698";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:01:06";"F";"2748";"562";"1301";"8";"0.568";"1.9";"0.822";"0.043";"0.588";"0.034";"0.418";"0.014"
"2014-06-02";"12:01:16";"F";"2749";"867";"1266";"14";"0.315";"1.9";"0.460";"0.076";"0.211";"0.062";"0.645";"0.040"
"2014-06-02";"12:01:26";"F";"2750";"1012";"1214";"19";"0.166";"1.3";"0.246";"0.126";"0.096";"0.108";"0.752";"0.082"
"2014-06-02";"12:01:36";"F";"2751";"1053";"1166";"29";"0.097";"1.2";"0.145";"0.171";"0.053";"0.154";"0.783";"0.120"
"2014-06-02";"12:01:46";"F";"2752";"1043";"1110";"39";"0.060";"1.0";"0.092";"0.225";"0.034";"0.212";"0.775";"0.165"
"2014-06-02";"12:01:56";"F";"2753";"1017";"1052";"57";"0.033";"0.8";"0.052";"0.279";"0.019";"0.279";"0.756";"0.211"
"2014-06-02";"12:02:06";"F";"2754";"973";"991";"77";"0.018";"0.6";"0.029";"0.334";"0.011";"0.357";"0.723";"0.259"
"2014-06-02";"12:02:15";"F";"2755";"926";"934";"113";"0.009";"0.4";"0.014";"0.387";"0.005";"0.440";"0.688";"0.303"
"2014-06-02";"12:02:15";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:06:07";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:06:07";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:06:07";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:06:08";"FO";"2756";"505";"1561";"0";"0.676";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:06:18";"F";"2757";"989";"1596";"8";"0.380";"1.3";"0.558";"- 0.029";"0.287";"- 0.022";"0.634";"- 0.014"
"2014-06-02";"12:06:27";"F";"2758";"1313";"1577";"14";"0.167";"1.0";"0.247";"- 0.013";"0.095";"- 0.010";"0.841";"- 0.008"
"2014-06-02";"12:06:37";"F";"2759";"1402";"1540";"19";"0.090";"0.7";"0.133";"0.018";"0.048";"0.014";"0.898";"0.012"
"2014-06-02";"12:06:47";"F";"2760";"1425";"1500";"29";"0.050";"0.6";"0.075";"0.051";"0.026";"0.041";"0.913";"0.037"
"2014-06-02";"12:06:57";"F";"2761";"1411";"1450";"39";"0.027";"0.4";"0.041";"0.094";"0.014";"0.077";"0.904";"0.069"
"2014-06-02";"12:07:07";"F";"2762";"1374";"1388";"57";"0.010";"0.2";"0.016";"0.145";"0.006";"0.125";"0.880";"0.110"
"2014-06-02";"12:07:17";"F";"2763";"1304";"1300";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:07:27";"F";"2764";"1210";"1204";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:07:27";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:08:38";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:08:38";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:08:38";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:08:39";"FO";"2765";"599";"2108";"0";"0.716";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:08:49";"F";"2766";"1329";"2093";"8";"0.365";"1.2";"0.511";"0.009";"0.230";"0.007";"0.630";"0.005"
"2014-06-02";"12:08:58";"F";"2767";"1669";"2017";"14";"0.173";"1.0";"0.244";"0.055";"0.086";"0.045";"0.792";"0.035"
"2014-06-02";"12:09:08";"F";"2768";"1793";"1995";"19";"0.101";"0.8";"0.144";"0.069";"0.047";"0.057";"0.851";"0.048"
"2014-06-02";"12:09:18";"F";"2769";"1835";"1961";"29";"0.064";"0.8";"0.092";"0.089";"0.029";"0.075";"0.870";"0.066"
"2014-06-02";"12:09:28";"F";"2770";"1845";"1925";"39";"0.042";"0.7";"0.060";"0.111";"0.019";"0.095";"0.875";"0.083"
"2014-06-02";"12:09:38";"F";"2771";"1848";"1887";"57";"0.021";"0.5";"0.030";"0.134";"0.009";"0.117";"0.877";"0.102"
"2014-06-02";"12:09:48";"F";"2772";"1819";"1838";"77";"0.010";"0.3";"0.015";"0.163";"0.005";"0.147";"0.863";"0.127"
"2014-06-02";"12:09:58";"F";"2773";"1785";"1785";"113";"0.000";"0.0";"0.000";"0.195";"0.000";"0.181";"0.847";"0.153"
"2014-06-02";"12:09:58";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:10:09";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:10:09";"REG1";"";"#1: Error: Not enough measures for calculating the curve ";""
"2014-06-02";"12:10:09";"REG2";"";"#1: Error: Not enough measures for calculating the curve ";""
"2014-06-02";"12:10:10";"FO";"2774";"662";"2671";"0";"0.752";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:10:10";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:11:05";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:11:05";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:11:05";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:11:06";"FO";"2775";"449";"1388";"0";"0.677";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:11:16";"F";"2776";"987";"1422";"8";"0.306";"1.0";"0.448";"- 0.033";"0.205";"- 0.024";"0.711";"- 0.017"
"2014-06-02";"12:11:25";"F";"2777";"1243";"1401";"14";"0.113";"0.7";"0.166";"- 0.013";"0.060";"- 0.009";"0.896";"- 0.009"
"2014-06-02";"12:11:35";"F";"2778";"1288";"1355";"19";"0.049";"0.4";"0.074";"0.031";"0.026";"0.024";"0.928";"0.023"
"2014-06-02";"12:11:45";"F";"2779";"1282";"1311";"29";"0.022";"0.3";"0.033";"0.073";"0.011";"0.059";"0.924";"0.054"
"2014-06-02";"12:11:55";"F";"2780";"1250";"1255";"39";"0.004";"0.1";"0.006";"0.126";"0.002";"0.106";"0.901";"0.095"
"2014-06-02";"12:12:05";"F";"2781";"1208";"1206";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:12:15";"F";"2782";"1148";"1143";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:12:25";"F";"2783";"1079";"1072";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:12:25";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:13:17";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:13:17";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:13:17";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:13:18";"FO";"2784";"444";"1921";"0";"0.769";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:13:28";"F";"2785";"1353";"1946";"8";"0.305";"1.0";"0.395";"- 0.016";"0.130";"- 0.013";"0.704";"- 0.009"
"2014-06-02";"12:13:38";"F";"2786";"1646";"1919";"14";"0.142";"0.8";"0.185";"0.001";"0.050";"0.001";"0.857";"0.001"
"2014-06-02";"12:13:48";"F";"2787";"1740";"1879";"19";"0.074";"0.6";"0.097";"0.027";"0.025";"0.022";"0.906";"0.020"
"2014-06-02";"12:13:58";"F";"2788";"1772";"1834";"29";"0.034";"0.4";"0.044";"0.056";"0.011";"0.047";"0.922";"0.044"
"2014-06-02";"12:14:07";"F";"2789";"1766";"1794";"39";"0.016";"0.3";"0.021";"0.081";"0.005";"0.071";"0.919";"0.065"
"2014-06-02";"12:14:17";"F";"2790";"1747";"1746";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:14:27";"F";"2791";"1697";"1694";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:14:37";"F";"2792";"1625";"1621";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:14:37";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:15:32";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:15:32";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:15:32";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:15:33";"FO";"2793";"506";"1331";"0";"0.620";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:15:42";"F";"2794";"855";"1243";"8";"0.312";"1.0";"0.517";"0.091";"0.298";"0.071";"0.642";"0.046"
"2014-06-02";"12:15:52";"F";"2795";"1015";"1180";"14";"0.140";"0.8";"0.237";"0.155";"0.113";"0.128";"0.763";"0.097"
"2014-06-02";"12:16:02";"F";"2796";"1052";"1146";"19";"0.082";"0.7";"0.141";"0.189";"0.064";"0.161";"0.790";"0.128"
"2014-06-02";"12:16:12";"F";"2797";"1055";"1109";"29";"0.049";"0.6";"0.085";"0.225";"0.038";"0.200";"0.793";"0.158"
"2014-06-02";"12:16:22";"F";"2798";"1044";"1073";"39";"0.027";"0.4";"0.048";"0.262";"0.021";"0.240";"0.784";"0.189"
"2014-06-02";"12:16:32";"F";"2799";"1027";"1038";"57";"0.011";"0.3";"0.019";"0.296";"0.008";"0.282";"0.772";"0.217"
"2014-06-02";"12:16:42";"F";"2800";"1000";"1000";"77";"0.000";"0.0";"0.000";"0.332";"0.000";"0.331";"0.751";"0.249"
"2014-06-02";"12:16:51";"F";"2801";"816";"1182";"113";"0.310";"14.7";"0.524";"0.153";"0.310";"0.126";"0.613";"0.077"
"2014-06-02";"12:16:51";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:18:01";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:18:01";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:18:01";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:18:02";"FO";"2802";"629";"2091";"0";"0.699";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:18:11";"F";"2803";"1284";"2057";"8";"0.376";"1.3";"0.540";"0.021";"0.263";"0.017";"0.614";"0.010"
"2014-06-02";"12:18:21";"F";"2804";"1632";"1978";"14";"0.175";"1.0";"0.254";"0.070";"0.096";"0.057";"0.780";"0.045"
"2014-06-02";"12:18:31";"F";"2805";"1731";"1916";"19";"0.097";"0.8";"0.142";"0.108";"0.050";"0.091";"0.828";"0.075"
"2014-06-02";"12:18:41";"F";"2806";"1765";"1868";"29";"0.055";"0.7";"0.082";"0.137";"0.028";"0.119";"0.844";"0.101"
"2014-06-02";"12:18:51";"F";"2807";"1771";"1831";"39";"0.033";"0.5";"0.049";"0.160";"0.017";"0.142";"0.847";"0.120"
"2014-06-02";"12:19:01";"F";"2808";"1767";"1794";"57";"0.015";"0.4";"0.023";"0.183";"0.008";"0.166";"0.845";"0.140"
"2014-06-02";"12:19:11";"F";"2809";"1740";"1743";"77";"0.002";"0.1";"0.003";"0.213";"0.001";"0.200";"0.832";"0.166"
"2014-06-02";"12:19:20";"F";"2810";"1696";"1690";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:19:20";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:20:02";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:20:03";"FO";"2811";"5";"8";"0";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:20:03";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:20:14";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:20:14";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:20:14";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:20:15";"FO";"2812";"442";"1918";"0";"0.770";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:20:25";"F";"2813";"1188";"1911";"8";"0.378";"1.3";"0.492";"0.005";"0.183";"0.004";"0.619";"0.003"
"2014-06-02";"12:20:35";"F";"2814";"1552";"1874";"14";"0.172";"1.0";"0.225";"0.028";"0.064";"0.023";"0.809";"0.019"
"2014-06-02";"12:20:45";"F";"2815";"1650";"1835";"19";"0.101";"0.8";"0.132";"0.053";"0.035";"0.045";"0.860";"0.039"
"2014-06-02";"12:20:54";"F";"2816";"1689";"1797";"29";"0.060";"0.7";"0.079";"0.077";"0.020";"0.067";"0.881";"0.059"
"2014-06-02";"12:21:04";"F";"2817";"1696";"1761";"39";"0.037";"0.6";"0.049";"0.100";"0.013";"0.089";"0.884";"0.079"
"2014-06-02";"12:21:14";"F";"2818";"1700";"1722";"57";"0.013";"0.3";"0.017";"0.125";"0.004";"0.114";"0.886";"0.101"
"2014-06-02";"12:21:24";"F";"2819";"1673";"1677";"77";"0.002";"0.1";"0.003";"0.154";"0.001";"0.144";"0.872";"0.126"
"2014-06-02";"12:21:34";"F";"2820";"1626";"1625";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:21:34";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:24:26";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:24:26";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:24:26";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:24:27";"FO";"2821";"441";"1581";"0";"0.721";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:24:37";"F";"2822";"1206";"1620";"8";"0.256";"0.9";"0.352";"- 0.032";"0.130";"- 0.024";"0.763";"- 0.019"
"2014-06-02";"12:24:47";"F";"2823";"1429";"1581";"14";"0.096";"0.6";"0.133";"0.000";"0.041";"0.000";"0.904";"0.000"
"2014-06-02";"12:24:57";"F";"2824";"1472";"1534";"19";"0.040";"0.3";"0.057";"0.038";"0.017";"0.031";"0.931";"0.029"
"2014-06-02";"12:25:07";"F";"2825";"1466";"1479";"29";"0.009";"0.1";"0.012";"0.082";"0.004";"0.069";"0.927";"0.064"
"2014-06-02";"12:25:17";"F";"2826";"1435";"1432";"39";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:25:26";"F";"2827";"1396";"1394";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:25:36";"F";"2828";"1344";"1342";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:25:46";"F";"2829";"1287";"1282";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:25:46";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:26:16";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:26:16";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:26:16";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:26:17";"FO";"2830";"314";"927";"0";"0.661";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:26:27";"F";"2831";"449";"942";"8";"0.523";"1.8";"0.788";"- 0.021";"0.555";"- 0.016";"0.484";"- 0.007"
"2014-06-02";"12:26:37";"F";"2832";"680";"945";"14";"0.280";"1.6";"0.421";"- 0.026";"0.196";"- 0.019";"0.734";"- 0.014"
"2014-06-02";"12:26:47";"F";"2833";"782";"925";"19";"0.155";"1.2";"0.234";"0.003";"0.094";"0.002";"0.844";"0.001"
"2014-06-02";"12:26:57";"F";"2834";"834";"916";"29";"0.090";"1.1";"0.136";"0.016";"0.051";"0.012";"0.900";"0.010"
"2014-06-02";"12:27:07";"F";"2835";"852";"900";"39";"0.053";"0.9";"0.081";"0.039";"0.030";"0.030";"0.919";"0.028"
"2014-06-02";"12:27:17";"F";"2836";"864";"885";"57";"0.024";"0.6";"0.036";"0.060";"0.013";"0.047";"0.932";"0.044"
"2014-06-02";"12:27:26";"F";"2837";"849";"853";"77";"0.005";"0.2";"0.007";"0.106";"0.003";"0.087";"0.916";"0.079"
"2014-06-02";"12:27:36";"F";"2838";"826";"827";"113";"0.001";"0.0";"0.002";"0.144";"0.001";"0.121";"0.891";"0.108"
"2014-06-02";"12:27:36";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:28:18";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:28:18";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:28:18";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:28:19";"FO";"2839";"261";"745";"0";"0.650";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:28:29";"F";"2840";"373";"729";"8";"0.488";"1.6";"0.757";"0.029";"0.526";"0.022";"0.501";"0.011"
"2014-06-02";"12:28:39";"F";"2841";"527";"701";"14";"0.248";"1.5";"0.390";"0.079";"0.189";"0.063";"0.707";"0.045"
"2014-06-02";"12:28:49";"F";"2842";"588";"677";"19";"0.131";"1.0";"0.209";"0.122";"0.090";"0.100";"0.789";"0.080"
"2014-06-02";"12:28:59";"F";"2843";"608";"652";"29";"0.067";"0.8";"0.109";"0.167";"0.045";"0.143";"0.816";"0.117"
"2014-06-02";"12:29:08";"F";"2844";"609";"633";"39";"0.038";"0.6";"0.062";"0.200";"0.025";"0.177";"0.817";"0.145"
"2014-06-02";"12:29:18";"F";"2845";"602";"607";"57";"0.008";"0.2";"0.014";"0.246";"0.006";"0.227";"0.808";"0.184"
"2014-06-02";"12:29:28";"F";"2846";"585";"585";"77";"0.000";"0.0";"0.000";"0.283";"0.000";"0.274";"0.785";"0.215"
"2014-06-02";"12:29:38";"F";"2847";"784";"787";"113";"0.004";"0.2";"0.006";"- 0.076";"0.002";"- 0.053";"1.052";"- 0.056"
"2014-06-02";"12:29:38";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:32:16";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:32:16";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:32:16";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:32:17";"FO";"2848";"392";"1501";"0";"0.739";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:32:27";"F";"2849";"709";"1488";"8";"0.524";"1.8";"0.710";"0.011";"0.392";"0.009";"0.472";"0.004"
"2014-06-02";"12:32:37";"F";"2850";"1151";"1486";"14";"0.225";"1.3";"0.306";"0.013";"0.104";"0.010";"0.767";"0.008"
"2014-06-02";"12:32:47";"F";"2851";"1304";"1448";"19";"0.099";"0.8";"0.136";"0.044";"0.040";"0.037";"0.869";"0.032"
"2014-06-02";"12:32:57";"F";"2852";"1352";"1405";"29";"0.038";"0.5";"0.052";"0.080";"0.015";"0.068";"0.901";"0.061"
"2014-06-02";"12:33:07";"F";"2853";"1346";"1355";"39";"0.007";"0.1";"0.009";"0.122";"0.003";"0.108";"0.897";"0.096"
"2014-06-02";"12:33:17";"F";"2854";"1322";"1318";"57";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:33:26";"F";"2855";"1270";"1267";"77";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:33:36";"F";"2856";"1188";"1184";"113";"-";"-";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:33:36";"SLCE";"";"Light Curve end ";""
"2014-06-02";"12:34:21";"SLCS";"";"Light Curve start ";""
"2014-06-02";"12:34:21";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:34:21";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-06-02";"12:34:22";"FO";"2857";"453";"2078";"0";"0.782";"0.0";"-";"-";"-";"-";"-";"-"
"2014-06-02";"12:34:32";"F";"2858";"1137";"2102";"8";"0.459";"1.5";"0.586";"- 0.014";"0.234";"- 0.011";"0.547";"- 0.006"
"2014-06-02";"12:34:42";"F";"2859";"1631";"2152";"14";"0.242";"1.4";"0.307";"- 0.044";"0.086";"- 0.034";"0.785";"- 0.027"
"2014-06-02";"12:34:52";"F";"2860";"1881";"2143";"19";"0.122";"1.0";"0.155";"- 0.038";"0.038";"- 0.030";"0.905";"- 0.027"
"2014-06-02";"12:35:01";"F";"2861";"1956";"2100";"29";"0.069";"0.8";"0.087";"- 0.013";"0.020";"- 0.010";"0.941";"- 0.010"
"2014-06-02";"12:35:11";"F";"2862";"1975";"2052";"39";"0.038";"0.6";"0.048";"0.015";"0.011";"0.013";"0.950";"0.012"
