"2014-02-03";"13:00:40";"WinControl (rev 714) report file"
"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:Depth";"1:qP";"1:qN";"1:NPQ"
"";"";"D";"";"Device Nr: #1, Diving-PAM ";""
"2014-02-02";"10:56:22";"F";"1093";"799";"1088";"23";"22.0";"0.266";"2.6";"~422";"- 0.1";"0.434";"0.145";"0.120"
"2014-02-02";"10:56:32";"F";"1094";"829";"981";"35";"22.0";"0.155";"2.3";"~405";"0.0";"0.264";"0.261";"0.243"
"2014-02-02";"10:56:42";"F";"1095";"787";"871";"52";"22.0";"0.096";"2.1";"~385";"0.0";"0.173";"0.376";"0.400"
"2014-02-02";"10:56:52";"F";"1096";"716";"768";"71";"22.0";"0.068";"2.0";"~363";"- 0.1";"0.128";"0.480";"0.587"
"2014-02-02";"10:57:02";"F";"1097";"653";"683";"104";"22.0";"0.044";"1.9";"~343";"0.0";"0.088";"0.564";"0.785"
"2014-02-02";"10:57:12";"F";"1098";"596";"614";"140";"22.0";"0.029";"1.7";"~325";"- 0.1";"0.062";"0.629";"0.985"
"2014-02-02";"10:57:22";"F";"1099";"552";"562";"207";"21.0";"0.018";"1.6";"~309";"- 0.1";"0.040";"0.675";"1.169"
"2014-02-02";"10:57:22";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:00:36";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:00:37";"FO";"1100";"391";"1066";"0";"22.0";"0.633";"0.0";"-";"- 1.6";"-";"-";"-"
"2014-02-02";"11:00:47";"F";"1101";"518";"985";"11";"21.0";"0.474";"2.2";"~380";"- 1.5";"0.772";"0.104";"0.082"
"2014-02-02";"11:00:57";"F";"1102";"639";"891";"23";"22.0";"0.283";"2.7";"~365";"- 1.4";"0.479";"0.221";"0.196"
"2014-02-02";"11:01:06";"F";"1103";"672";"811";"35";"22.0";"0.171";"2.5";"~351";"- 1.4";"0.302";"0.319";"0.314"
"2014-02-02";"11:01:16";"F";"1104";"659";"739";"52";"22.0";"0.108";"2.4";"~336";"- 1.4";"0.199";"0.403";"0.442"
"2014-02-02";"11:01:26";"F";"1105";"625";"674";"71";"22.0";"0.073";"2.2";"~322";"- 1.4";"0.139";"0.479";"0.582"
"2014-02-02";"11:01:36";"F";"1106";"592";"618";"104";"22.0";"0.042";"1.8";"~309";"- 1.5";"0.084";"0.542";"0.725"
"2014-02-02";"11:01:46";"F";"1107";"552";"567";"140";"21.0";"0.026";"1.5";"~296";"- 1.5";"0.055";"0.599";"0.880"
"2014-02-02";"11:01:56";"F";"1108";"515";"520";"207";"21.0";"0.010";"0.9";"~282";"- 1.4";"0.021";"0.647";"1.050"
"2014-02-02";"11:01:56";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:04:36";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:04:37";"FO";"1109";"354";"1247";"0";"22.0";"0.716";"0.0";"-";"- 1.5";"-";"-";"-"
"2014-02-02";"11:04:46";"F";"1110";"662";"1155";"11";"22.0";"0.427";"2.0";"~346";"- 1.5";"0.609";"0.094";"0.080"
"2014-02-02";"11:04:56";"F";"1111";"827";"1061";"23";"22.0";"0.221";"2.1";"~337";"- 1.5";"0.323";"0.189";"0.175"
"2014-02-02";"11:05:06";"F";"1112";"819";"944";"35";"22.0";"0.132";"1.9";"~324";"- 1.5";"0.202";"0.306";"0.321"
"2014-02-02";"11:05:16";"F";"1113";"758";"828";"52";"22.0";"0.085";"1.9";"~310";"- 1.5";"0.135";"0.420";"0.506"
"2014-02-02";"11:05:26";"F";"1114";"682";"721";"71";"22.0";"0.054";"1.6";"~293";"- 1.5";"0.091";"0.521";"0.730"
"2014-02-02";"11:05:36";"F";"1115";"616";"641";"104";"22.0";"0.039";"1.7";"~279";"- 1.5";"0.069";"0.595";"0.945"
"2014-02-02";"11:05:46";"F";"1116";"567";"585";"140";"22.0";"0.031";"1.8";"~268";"- 1.5";"0.057";"0.645";"1.132"
"2014-02-02";"11:05:56";"F";"1117";"530";"538";"207";"21.0";"0.015";"1.3";"~258";"- 1.5";"0.029";"0.686";"1.318"
"2014-02-02";"11:05:56";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:10:59";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:11:00";"FO";"1118";"388";"955";"0";"22.0";"0.594";"0.0";"-";"- 1.7";"-";"-";"-"
"2014-02-02";"11:11:10";"F";"1119";"341";"696";"11";"22.0";"0.510";"2.4";"~337";"- 1.6";"0.989";"0.367";"0.372"
"2014-02-02";"11:11:20";"F";"1120";"404";"632";"23";"22.0";"0.361";"3.5";"~321";"- 1.7";"0.733";"0.451";"0.511"
"2014-02-02";"11:11:30";"F";"1121";"448";"600";"35";"21.0";"0.253";"3.7";"~313";"- 1.7";"0.530";"0.494";"0.592"
"2014-02-02";"11:11:40";"F";"1122";"477";"570";"52";"22.0";"0.163";"3.6";"~304";"- 1.7";"0.350";"0.531";"0.675"
"2014-02-02";"11:11:49";"F";"1123";"476";"540";"71";"22.0";"0.119";"3.5";"~296";"- 1.5";"0.262";"0.570";"0.769"
"2014-02-02";"11:11:59";"F";"1124";"517";"555";"104";"22.0";"0.068";"3.0";"~300";"- 1.6";"0.149";"0.550";"0.721"
"2014-02-02";"11:12:09";"F";"1125";"496";"520";"140";"21.0";"0.046";"2.7";"~290";"- 1.6";"0.104";"0.594";"0.837"
"2014-02-02";"11:12:19";"F";"1126";"479";"492";"207";"22.0";"0.026";"2.3";"~281";"- 1.6";"0.062";"0.628";"0.941"
"2014-02-02";"11:12:19";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:13:31";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:13:32";"FO";"1127";"298";"637";"0";"22.0";"0.532";"0.0";"-";"- 1.6";"-";"-";"-"
"2014-02-02";"11:13:42";"F";"1128";"370";"588";"11";"22.0";"0.371";"1.7";"~287";"- 1.5";"0.724";"0.112";"0.083"
"2014-02-02";"11:13:52";"F";"1129";"436";"551";"23";"22.0";"0.209";"2.0";"~278";"- 1.5";"0.421";"0.195";"0.156"
"2014-02-02";"11:14:02";"F";"1130";"457";"520";"35";"21.0";"0.121";"1.8";"~270";"- 1.5";"0.252";"0.263";"0.225"
"2014-02-02";"11:14:11";"F";"1131";"460";"496";"52";"22.0";"0.073";"1.6";"~263";"- 1.5";"0.155";"0.313";"0.284"
"2014-02-02";"11:14:21";"F";"1132";"455";"477";"71";"21.0";"0.046";"1.4";"~258";"- 1.5";"0.100";"0.354";"0.335"
"2014-02-02";"11:14:31";"F";"1133";"447";"461";"104";"22.0";"0.030";"1.3";"~253";"- 1.5";"0.067";"0.386";"0.382"
"2014-02-02";"11:14:41";"F";"1134";"438";"448";"140";"21.0";"0.022";"1.3";"~249";"- 1.5";"0.050";"0.413";"0.422"
"2014-02-02";"11:14:51";"F";"1135";"428";"430";"207";"23.0";"0.005";"0.4";"~243";"- 1.5";"0.011";"0.448";"0.481"
"2014-02-02";"11:14:51";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:18:09";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:18:10";"FO";"1136";"485";"1611";"0";"22.0";"0.699";"0.0";"-";"- 0.2";"-";"-";"-"
"2014-02-02";"11:18:20";"F";"1137";"847";"1450";"11";"22.0";"0.416";"1.9";"~469";"- 0.2";"0.615";"0.129";"0.111"
"2014-02-02";"11:18:29";"F";"1138";"968";"1229";"23";"22.0";"0.212";"2.0";"~443";"- 0.2";"0.332";"0.302";"0.311"
"2014-02-02";"11:18:39";"F";"1139";"866";"1004";"35";"22.0";"0.137";"2.0";"~410";"- 0.3";"0.232";"0.472";"0.605"
"2014-02-02";"11:18:49";"F";"1140";"748";"824";"52";"22.0";"0.092";"2.0";"~377";"- 0.2";"0.170";"0.603";"0.955"
"2014-02-02";"11:18:59";"F";"1141";"647";"696";"71";"22.0";"0.070";"2.1";"~347";"- 0.2";"0.140";"0.690";"1.315"
"2014-02-02";"11:19:09";"F";"1142";"574";"604";"104";"22.0";"0.050";"2.2";"~323";"- 0.2";"0.107";"0.750";"1.667"
"2014-02-02";"11:19:19";"F";"1143";"515";"533";"140";"22.0";"0.034";"2.0";"~301";"- 0.2";"0.078";"0.794";"2.023"
"2014-02-02";"11:19:29";"F";"1144";"470";"481";"207";"22.0";"0.023";"2.0";"~284";"- 0.2";"0.056";"0.825";"2.349"
"2014-02-02";"11:19:29";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:23:57";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:23:58";"FO";"1145";"365";"790";"0";"22.0";"0.538";"0.0";"-";"- 1.1";"-";"-";"-"
"2014-02-02";"11:24:06";"F";"1146";"428";"765";"11";"22.0";"0.441";"2.0";"~360";"- 1.1";"0.832";"0.047";"0.033"
"2014-02-02";"11:24:16";"F";"1147";"513";"732";"23";"22.0";"0.299";"2.9";"~352";"- 1.1";"0.576";"0.106";"0.079"
"2014-02-02";"11:24:26";"F";"1148";"557";"693";"35";"22.0";"0.196";"2.9";"~343";"- 0.9";"0.389";"0.176";"0.140"
"2014-02-02";"11:24:36";"F";"1149";"570";"651";"52";"22.0";"0.124";"2.7";"~332";"- 0.9";"0.254";"0.249";"0.214"
"2014-02-02";"11:24:46";"F";"1150";"558";"618";"71";"22.0";"0.097";"2.9";"~323";"- 1.0";"0.203";"0.306";"0.278"
"2014-02-02";"11:24:56";"F";"1151";"556";"595";"104";"22.0";"0.066";"2.9";"~317";"- 1.0";"0.140";"0.346";"0.328"
"2014-02-02";"11:25:06";"F";"1152";"540";"565";"140";"22.0";"0.044";"2.6";"~308";"- 1.1";"0.097";"0.395";"0.398"
"2014-02-02";"11:25:15";"F";"1153";"526";"540";"207";"22.0";"0.026";"2.3";"~301";"- 1.0";"0.059";"0.438";"0.463"
"2014-02-02";"11:25:15";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:26:56";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:26:57";"FO";"1154";"291";"753";"0";"22.0";"0.614";"0.0";"-";"- 1.1";"-";"-";"-"
"2014-02-02";"11:27:06";"F";"1155";"377";"652";"11";"22.0";"0.422";"1.9";"~275";"- 1.1";"0.729";"0.184";"0.155"
"2014-02-02";"11:27:16";"F";"1156";"413";"547";"23";"22.0";"0.245";"2.4";"~254";"- 1.1";"0.457";"0.366";"0.377"
"2014-02-02";"11:27:26";"F";"1157";"381";"455";"35";"22.0";"0.163";"2.4";"~232";"- 1.1";"0.332";"0.517";"0.655"
"2014-02-02";"11:27:36";"F";"1158";"350";"393";"52";"22.0";"0.109";"2.4";"~215";"- 1.1";"0.242";"0.615";"0.916"
"2014-02-02";"11:27:46";"F";"1159";"321";"349";"71";"22.0";"0.080";"2.4";"~201";"- 1.1";"0.189";"0.680";"1.158"
"2014-02-02";"11:27:56";"F";"1160";"299";"316";"104";"22.0";"0.054";"2.4";"~190";"- 1.1";"0.135";"0.727";"1.383"
"2014-02-02";"11:28:06";"F";"1161";"289";"301";"140";"20.0";"0.040";"2.4";"~184";"- 1.1";"0.103";"0.747";"1.502"
"2014-02-02";"11:28:16";"F";"1162";"291";"300";"207";"22.0";"0.030";"2.6";"~184";"- 1.1";"0.078";"0.749";"1.510"
"2014-02-02";"11:28:16";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:34:00";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:34:01";"FO";"1163";"363";"848";"0";"21.0";"0.572";"0.0";"-";"- 1.5";"-";"-";"-"
"2014-02-02";"11:34:10";"F";"1164";"562";"784";"11";"22.0";"0.283";"1.3";"~351";"- 1.5";"0.513";"0.107";"0.082"
"2014-02-02";"11:34:20";"F";"1165";"637";"755";"23";"22.0";"0.156";"1.5";"~345";"- 1.5";"0.288";"0.155";"0.123"
"2014-02-02";"11:34:30";"F";"1166";"657";"734";"35";"21.0";"0.105";"1.5";"~340";"- 1.5";"0.195";"0.188";"0.155"
"2014-02-02";"11:34:39";"F";"1167";"666";"722";"52";"22.0";"0.078";"1.7";"~338";"- 1.5";"0.146";"0.208";"0.175"
"2014-02-02";"11:34:49";"F";"1168";"670";"711";"71";"22.0";"0.058";"1.7";"~335";"- 1.5";"0.109";"0.225";"0.193"
"2014-02-02";"11:34:59";"F";"1169";"671";"697";"104";"22.0";"0.037";"1.6";"~332";"- 1.5";"0.071";"0.247";"0.217"
"2014-02-02";"11:35:09";"F";"1170";"667";"687";"140";"22.0";"0.029";"1.7";"~330";"- 1.5";"0.056";"0.264";"0.234"
"2014-02-02";"11:35:19";"F";"1171";"665";"674";"207";"22.0";"0.013";"1.1";"~327";"- 1.5";"0.026";"0.285";"0.258"
"2014-02-02";"11:35:19";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:37:24";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:37:25";"FO";"1172";"6";"9";"0";"22.0";"-";"-";"-";"- 0.1";"-";"-";"-"
"2014-02-02";"11:37:25";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:37:32";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:37:32";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:37:32";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:37:33";"FO";"1173";"473";"1510";"0";"22.0";"0.687";"0.0";"-";"0.1";"-";"-";"-"
"2014-02-02";"11:37:43";"F";"1174";"969";"1406";"11";"22.0";"0.311";"1.4";"~462";"0.0";"0.463";"0.090";"0.074"
"2014-02-02";"11:37:53";"F";"1175";"1175";"1358";"23";"22.0";"0.135";"1.3";"~457";"0.1";"0.203";"0.131";"0.112"
"2014-02-02";"11:38:02";"F";"1176";"1216";"1325";"35";"22.0";"0.082";"1.2";"~453";"0.0";"0.125";"0.159";"0.140"
"2014-02-02";"11:38:12";"F";"1177";"1229";"1298";"52";"22.0";"0.053";"1.2";"~450";"0.1";"0.081";"0.182";"0.163"
"2014-02-02";"11:38:22";"F";"1178";"1224";"1273";"71";"22.0";"0.038";"1.1";"~447";"0.1";"0.059";"0.203";"0.186"
"2014-02-02";"11:38:32";"F";"1179";"1215";"1244";"104";"22.0";"0.023";"1.0";"~443";"0.1";"0.036";"0.228";"0.214"
"2014-02-02";"11:38:42";"F";"1180";"1193";"1213";"140";"22.0";"0.016";"0.9";"~439";"0.1";"0.026";"0.254";"0.245"
"2014-02-02";"11:38:51";"F";"1181";"1167";"1175";"207";"22.0";"0.007";"0.6";"~434";"0.1";"0.011";"0.285";"0.285"
"2014-02-02";"11:38:51";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:39:29";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:39:30";"FO";"1182";"516";"1457";"0";"22.0";"0.646";"0.0";"-";"0.0";"-";"-";"-"
"2014-02-02";"11:39:40";"F";"1183";"1040";"1346";"11";"22.0";"0.227";"1.0";"~501";"0.0";"0.362";"0.102";"0.082"
"2014-02-02";"11:39:50";"F";"1184";"1104";"1262";"23";"22.0";"0.125";"1.2";"~489";"0.0";"0.204";"0.179";"0.155"
"2014-02-02";"11:40:00";"F";"1185";"1109";"1209";"35";"22.0";"0.083";"1.2";"~481";"0.1";"0.137";"0.226";"0.205"
"2014-02-02";"11:40:10";"F";"1186";"1110";"1174";"52";"22.0";"0.055";"1.2";"~475";"0.0";"0.092";"0.257";"0.241"
"2014-02-02";"11:40:19";"F";"1187";"1101";"1146";"71";"22.0";"0.039";"1.2";"~471";"0.0";"0.067";"0.283";"0.271"
"2014-02-02";"11:40:29";"F";"1188";"1093";"1118";"104";"22.0";"0.022";"1.0";"~466";"0.1";"0.038";"0.307";"0.303"
"2014-02-02";"11:40:39";"F";"1189";"1071";"1084";"140";"22.0";"0.012";"0.7";"~460";"0.1";"0.021";"0.337";"0.344"
"2014-02-02";"11:40:49";"F";"1190";"1048";"1057";"207";"23.0";"0.009";"0.8";"~455";"0.1";"0.015";"0.360";"0.378"
"2014-02-02";"11:40:49";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:42:32";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:42:32";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:42:32";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:42:33";"FO";"1191";"486";"1675";"0";"22.0";"0.710";"0.0";"-";"- 0.1";"-";"-";"-"
"2014-02-02";"11:42:43";"F";"1192";"1030";"1590";"11";"22.0";"0.352";"1.6";"~479";"- 0.1";"0.504";"0.066";"0.053"
"2014-02-02";"11:42:53";"F";"1193";"1277";"1500";"23";"23.0";"0.149";"1.4";"~470";"- 0.1";"0.217";"0.134";"0.117"
"2014-02-02";"11:43:03";"F";"1194";"1223";"1329";"35";"22.0";"0.080";"1.2";"~452";"- 0.1";"0.121";"0.262";"0.260"
"2014-02-02";"11:43:13";"F";"1195";"1076";"1127";"52";"22.0";"0.045";"1.0";"~426";"- 0.1";"0.073";"0.410";"0.486"
"2014-02-02";"11:43:23";"F";"1196";"941";"967";"71";"23.0";"0.027";"0.8";"~401";"- 0.1";"0.046";"0.524";"0.732"
"2014-02-02";"11:43:33";"F";"1197";"843";"856";"104";"22.0";"0.015";"0.7";"~380";"0.0";"0.027";"0.600";"0.957"
"2014-02-02";"11:43:42";"F";"1198";"764";"772";"140";"22.0";"0.010";"0.6";"~363";"0.0";"0.020";"0.656";"1.170"
"2014-02-02";"11:43:52";"F";"1199";"706";"709";"207";"22.0";"0.004";"0.3";"~348";"0.0";"0.008";"0.696";"1.362"
"2014-02-02";"11:43:52";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:46:00";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:46:00";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:46:00";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:46:01";"FO";"1200";"397";"1409";"0";"22.0";"0.718";"0.0";"-";"- 1.5";"-";"-";"-"
"2014-02-02";"11:46:11";"F";"1201";"913";"1312";"11";"22.0";"0.304";"1.4";"~389";"- 1.4";"0.432";"0.088";"0.074"
"2014-02-02";"11:46:20";"F";"1202";"1108";"1264";"23";"22.0";"0.123";"1.2";"~385";"- 1.5";"0.177";"0.131";"0.115"
"2014-02-02";"11:46:30";"F";"1203";"1108";"1190";"35";"22.0";"0.069";"1.0";"~377";"- 1.5";"0.101";"0.197";"0.184"
"2014-02-02";"11:46:40";"F";"1204";"1049";"1099";"52";"22.0";"0.045";"1.0";"~368";"- 1.5";"0.068";"0.278";"0.282"
"2014-02-02";"11:46:50";"F";"1205";"969";"999";"71";"22.0";"0.030";"0.9";"~356";"- 1.5";"0.047";"0.365";"0.410"
"2014-02-02";"11:47:00";"F";"1206";"893";"906";"104";"22.0";"0.014";"0.6";"~343";"- 1.5";"0.023";"0.444";"0.555"
"2014-02-02";"11:47:10";"F";"1207";"819";"823";"140";"22.0";"0.005";"0.3";"~331";"- 1.5";"0.008";"0.514";"0.712"
"2014-02-02";"11:47:20";"F";"1208";"755";"757";"207";"22.0";"0.003";"0.3";"~319";"- 1.5";"0.005";"0.567";"0.861"
"2014-02-02";"11:47:20";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:49:30";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:49:30";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:49:30";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:49:31";"FO";"1209";"378";"1004";"0";"21.0";"0.624";"0.0";"-";"- 1.5";"-";"-";"-"
"2014-02-02";"11:49:41";"F";"1210";"671";"899";"11";"22.0";"0.254";"1.2";"~362";"- 1.5";"0.425";"0.142";"0.117"
"2014-02-02";"11:49:50";"F";"1211";"752";"861";"23";"22.0";"0.127";"1.2";"~356";"- 1.5";"0.216";"0.193";"0.166"
"2014-02-02";"11:50:00";"F";"1212";"772";"837";"35";"22.0";"0.078";"1.1";"~352";"- 1.5";"0.134";"0.225";"0.200"
"2014-02-02";"11:50:10";"F";"1213";"777";"819";"52";"23.0";"0.051";"1.1";"~348";"- 1.5";"0.089";"0.248";"0.226"
"2014-02-02";"11:50:20";"F";"1214";"777";"807";"71";"22.0";"0.037";"1.1";"~346";"- 1.5";"0.065";"0.264";"0.244"
"2014-02-02";"11:50:30";"F";"1215";"777";"794";"104";"22.0";"0.021";"0.9";"~344";"- 1.5";"0.038";"0.281";"0.264"
"2014-02-02";"11:50:40";"F";"1216";"769";"777";"140";"22.0";"0.010";"0.6";"~341";"- 1.5";"0.018";"0.304";"0.292"
"2014-02-02";"11:50:50";"F";"1217";"759";"761";"207";"22.0";"0.003";"0.3";"~337";"- 1.5";"0.005";"0.323";"0.319"
"2014-02-02";"11:50:50";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:51:52";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:51:53";"FO";"1218";"346";"1217";"0";"22.0";"0.716";"0.0";"-";"- 1.5";"-";"-";"-"
"2014-02-02";"11:52:03";"F";"1219";"561";"1195";"11";"22.0";"0.531";"2.5";"~344";"- 1.5";"0.745";"0.023";"0.018"
"2014-02-02";"11:52:13";"F";"1220";"846";"1161";"23";"22.0";"0.271";"2.6";"~341";"- 1.5";"0.384";"0.059";"0.048"
"2014-02-02";"11:52:23";"F";"1221";"943";"1101";"35";"22.0";"0.144";"2.1";"~336";"- 1.5";"0.207";"0.122";"0.105"
"2014-02-02";"11:52:32";"F";"1222";"932";"1015";"52";"22.0";"0.082";"1.8";"~327";"- 1.5";"0.121";"0.210";"0.199"
"2014-02-02";"11:52:42";"F";"1223";"852";"901";"71";"22.0";"0.054";"1.6";"~315";"- 1.5";"0.084";"0.327";"0.351"
"2014-02-02";"11:52:52";"F";"1224";"767";"789";"104";"22.0";"0.028";"1.2";"~300";"- 1.5";"0.045";"0.439";"0.542"
"2014-02-02";"11:53:02";"F";"1225";"688";"702";"140";"22.0";"0.020";"1.2";"~286";"- 1.6";"0.034";"0.522";"0.734"
"2014-02-02";"11:53:12";"F";"1226";"627";"635";"207";"22.0";"0.013";"1.1";"~274";"- 1.5";"0.022";"0.586";"0.917"
"2014-02-02";"11:53:12";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:54:37";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:54:37";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:54:37";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"11:54:38";"FO";"1227";"360";"958";"0";"22.0";"0.624";"0.0";"-";"- 0.2";"-";"-";"-"
"2014-02-02";"11:54:47";"F";"1228";"697";"874";"11";"22.0";"0.203";"0.9";"~347";"- 0.2";"0.336";"0.119";"0.096"
"2014-02-02";"11:54:57";"F";"1229";"724";"799";"23";"23.0";"0.094";"0.9";"~335";"0.0";"0.162";"0.224";"0.199"
"2014-02-02";"11:55:07";"F";"1230";"704";"745";"35";"22.0";"0.055";"0.8";"~325";"- 0.2";"0.098";"0.298";"0.286"
"2014-02-02";"11:55:17";"F";"1231";"662";"685";"52";"22.0";"0.034";"0.7";"~313";"- 0.2";"0.062";"0.378";"0.399"
"2014-02-02";"11:55:27";"F";"1232";"629";"643";"71";"23.0";"0.022";"0.7";"~304";"- 0.1";"0.041";"0.433";"0.490"
"2014-02-02";"11:55:37";"F";"1233";"601";"609";"104";"22.0";"0.013";"0.6";"~296";"- 0.1";"0.026";"0.477";"0.573"
"2014-02-02";"11:55:46";"F";"1234";"575";"579";"140";"23.0";"0.007";"0.4";"~289";"- 0.1";"0.014";"0.515";"0.655"
"2014-02-02";"11:55:56";"F";"1235";"551";"550";"207";"23.0";"-";"-";"-";"- 0.1";"-";"-";"-"
"2014-02-02";"11:55:56";"SLCE";"";"Light Curve end ";""
"2014-02-02";"11:57:59";"SLCS";"";"Light Curve start ";""
"2014-02-02";"11:58:00";"FO";"1236";"363";"1257";"0";"22.0";"0.711";"0.0";"-";"- 1.0";"-";"-";"-"
"2014-02-02";"11:58:10";"F";"1237";"766";"1227";"11";"22.0";"0.376";"1.7";"~360";"- 1.0";"0.532";"0.030";"0.024"
"2014-02-02";"11:58:19";"F";"1238";"969";"1207";"23";"22.0";"0.197";"1.9";"~359";"- 1.0";"0.281";"0.051";"0.041"
"2014-02-02";"11:58:29";"F";"1239";"1015";"1151";"35";"22.0";"0.118";"1.7";"~354";"- 1.0";"0.171";"0.109";"0.092"
"2014-02-02";"11:58:39";"F";"1240";"983";"1064";"52";"22.0";"0.076";"1.7";"~345";"- 1.0";"0.113";"0.196";"0.181"
"2014-02-02";"11:58:49";"F";"1241";"910";"958";"71";"22.0";"0.050";"1.5";"~333";"- 1.0";"0.077";"0.301";"0.312"
"2014-02-02";"11:58:59";"F";"1242";"844";"873";"104";"23.0";"0.033";"1.4";"~322";"- 1.0";"0.053";"0.384";"0.440"
"2014-02-02";"11:59:09";"F";"1243";"774";"790";"140";"22.0";"0.020";"1.2";"~310";"- 1.0";"0.033";"0.463";"0.591"
"2014-02-02";"11:59:19";"F";"1244";"717";"725";"207";"23.0";"0.011";"1.0";"~300";"- 1.0";"0.019";"0.525";"0.734"
"2014-02-02";"11:59:19";"SLCE";"";"Light Curve end ";""
"2014-02-02";"12:00:05";"SLCS";"";"Light Curve start ";""
"2014-02-02";"12:00:05";"REG1";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"12:00:05";"REG2";"";"#1: Error: First 3 ETR-Values are not increasing ";""
"2014-02-02";"12:00:06";"FO";"1245";"546";"1920";"0";"22.0";"0.716";"0.0";"-";"- 1.1";"-";"-";"-"
"2014-02-02";"12:00:16";"F";"1246";"1321";"1839";"11";"22.0";"0.282";"1.3";"~539";"- 1.1";"0.398";"0.054";"0.044"
"2014-02-02";"12:00:26";"F";"1247";"1530";"1746";"23";"22.0";"0.124";"1.2";"~531";"- 1.1";"0.178";"0.116";"0.100"
"2014-02-02";"12:00:36";"F";"1248";"1445";"1564";"35";"22.0";"0.076";"1.1";"~513";"- 1.1";"0.113";"0.235";"0.228"
"2014-02-02";"12:00:46";"F";"1249";"1300";"1367";"52";"23.0";"0.049";"1.1";"~490";"- 1.0";"0.076";"0.362";"0.405"
"2014-02-02";"12:00:56";"F";"1250";"1161";"1206";"71";"22.0";"0.037";"1.1";"~467";"- 1.1";"0.061";"0.462";"0.592"
"2014-02-02";"12:01:05";"F";"1251";"1055";"1078";"104";"22.0";"0.021";"0.9";"~447";"- 1.0";"0.036";"0.541";"0.781"
"2014-02-02";"12:01:15";"F";"1252";"969";"983";"140";"22.0";"0.014";"0.8";"~430";"- 1.0";"0.025";"0.598";"0.953"
"2014-02-02";"12:01:25";"F";"1253";"901";"908";"207";"22.0";"0.008";"0.7";"~415";"- 1.0";"0.014";"0.641";"1.115"
"2014-02-02";"12:01:25";"SLCE";"";"Light Curve end ";""
"2014-02-02";"12:04:56";"SLCS";"";"Light Curve start ";""
"2014-02-02";"12:04:57";"FO";"1254";"390";"916";"0";"23.0";"0.574";"0.0";"-";"- 0.6";"-";"-";"-"
"2014-02-02";"12:05:07";"F";"1255";"446";"861";"11";"23.0";"0.482";"2.2";"~380";"- 0.6";"0.863";"0.086";"0.064"
"2014-02-02";"12:05:17";"F";"1256";"533";"775";"23";"23.0";"0.312";"3.0";"~362";"- 0.6";"0.586";"0.215";"0.182"
"2014-02-02";"12:05:27";"F";"1257";"567";"691";"35";"22.0";"0.179";"2.6";"~343";"- 0.6";"0.356";"0.338";"0.326"
